id,question,difficulty,category,expected_document,expected_chunk_ids,retrieved_documents,retrieved_chunk_ids,generated_answer,correctness,groundedness,relevance,latency_seconds,hit@7,recall@7,precision@7,mrr,ndcg@7
48,Which protocols are approved for protecting sensitive information while it is being transmitted?,easy,keyword_search,IT Security Policy,[158],IT-Security-Policy,"[158, 194, 186, 201, 203, 152, 192]","## Approved Transmission‑Security Protocols  

| Protocol | Purpose | Minimum Version / Requirement |
|----------|---------|--------------------------------|
| **TLS 1.2** (or higher) | Provides transport‑level encryption for web traffic, APIs, email, and other application communications. | Must be used for any data‑in‑transit that includes Personal Data, PII, SCI, or Subscriber Data. |
| **IPsec** | Secures IP‑level traffic (e.g., site‑to‑site VPNs, remote‑access tunnels) by encrypting and authenticating each packet. | Must be used for any network‑level transmission of sensitive information. |

### Key Points from the Policy

- **Strong cryptography is mandatory** for protecting sensitive data while it is being transmitted.  
- The policy explicitly cites **TLS 1.2** and **IPsec** as the approved security protocols.  
- **Unencrypted protocols** such as HTTP, Telnet, FTP, and TFTP are **prohibited** for transmitting sensitive data (see sections 17.6.4, 13.3).  
- All other transmission channels must either be encrypted themselves or carry data that is encrypted, in accordance with the Data Protection & Encryption Policy (see 22.1.1).

### Summary

To protect sensitive information in transit, the organization authorizes the use of **TLS 1.2 (or later)** and **IPsec**. Any other protocol must meet the same encryption standards, and unencrypted protocols are not allowed for such data.",7,4,6,7.394,1,1.0,0.1429,1.0,1.0
49,What hashing algorithm does the IT Security Policy require for storing hashed data?,easy,keyword_search,IT Security Policy,[158],IT-Security-Policy,"[158, 165, 156, 161, 164, 209, 147]","### Hashing Algorithm Required

| Policy Section | Requirement |
|----------------|-------------|
| **1.5 – Data Protection & Encryption Policy** | *“Hashed data shall use **bcrypt** for the hashing algorithm.”* |
| **2.2.12 – Password Policy** (referencing Policy #1) | *Passwords must be stored using the hashing method defined in the Data Protection & Encryption Policy, i.e., **bcrypt**.* |

**Answer:**  
The IT Security Policy mandates that all hashed data (including stored passwords) be hashed using **bcrypt**. This algorithm provides built‑in salting and an adaptive work factor to protect against brute‑force and rainbow‑table attacks.",8,5,8,4.662,1,1.0,0.1429,1.0,1.0
50,"If I'm creating a password for an iCIMS system, what minimum requirements do I need to meet?",medium,procedure,IT Security Policy,[161],IT-Security-Policy,"[206, 161, 156, 162, 163, 157, 149]","## Minimum Password Requirements for iCIMS Systems  

When creating a password for any iCIMS system, the following **minimum** criteria must be satisfied (as defined in the iCIMS Password Policy – Section 2.1):

| Requirement | Detail |
|-------------|--------|
| **Length** | • Minimum **8 characters**. |
| **Complexity (if NIST 800‑63b cannot be applied)** | • Must contain characters from **at least three** of the following categories: <br>  - **Upper‑case English letters** (A‑Z) <br>  - **Lower‑case English letters** (a‑z) <br>  - **Digits** (0‑9) <br>  - (Optional) **Non‑alphabetic symbols** (e.g., ! $ # %). |
| **User‑ID relationship** | • Password **must not be the same as** or **contain the user ID**. |
| **Guessability** | • Must not be easily guessable (e.g., common words, simple patterns). |
| **Visibility** | • Passwords shall **not be visible by default** when entered (they may be shown while typing per NIST 800‑63b guidance). |
| **History** | • The **previous six passwords** are retained and the new password must be **unique** compared to them. |
| **Other controls** | • Passwords are **not required to be changed periodically** unless NIST 800‑63b cannot be applied, in which case the maximum age is **90 days**. <br>• First‑time passwords must be **unique per user** and changed immediately after first use. |

### Quick Checklist for Creating a Compliant Password
- [ ] At least **8 characters** long.  
- [ ] Includes **3 of the 4** character categories (uppercase, lowercase, digits, symbols).  
- [ ] Does **not contain** your user ID.  
- [ ] Is **not a common or easily guessed** phrase.  
- [ ] Is **different** from any of your last six passwords.  

> **Note:** If you can fully comply with the NIST 800‑63b standards, the explicit complexity rule above is optional, but the length, user‑ID, history, and guessability requirements still apply.",5,3,5,6.257,1,1.0,0.1429,0.5,0.6309
51,How many incorrect login attempts are allowed before an account is locked according to the password policy?,easy,keyword_search,IT Security Policy,[162],IT-Security-Policy,"[162, 206, 161, 164, 147, 163, 146]","## Answer

According to the **Password Policy** in the provided IT Security Policy document:

- **Allowed incorrect login attempts:** **7**  
- **Policy wording:** “*User accounts shall be locked after seven (7) incorrect attempts.*” (Section 2.1.9)

### Additional related details (for context)

| Item | Detail |
|------|--------|
| **Lockout duration** | Minimum of **30 minutes** or until an administrator resets the account after proper identity verification (Section 2.1.9.1). |
| **Idle session timeout** | After **10 minutes** of inactivity, the user must re‑enter the password (Section 2.1.10). |
| **Voice‑mail specific rule** | Separate rule for voice‑mail pins: lockout after **3** failed attempts (Section 26.6). This does **not** apply to the general password policy. |

**Conclusion:** The password policy permits **seven (7)** incorrect login attempts before an account is locked.",9,7,6,5.769,1,1.0,0.1429,1.0,1.0
52,How long does an account remain locked after too many failed password attempts?,easy,direct_lookup,IT Security Policy,[162],IT-Security-Policy | Employee-Handbook,"[162, 206, 179, 161, 164, 255, 177]","### Account Lockout Duration

According to the **IT Security Policy** (section 2.1.9‑2.1.9.1):

| Condition | Action | Minimum Lockout Duration |
|-----------|--------|--------------------------|
| **Seven (7) incorrect password attempts** | User account is locked | **30 minutes** (minimum) |
| **Until an administrator resets the account** | After proper user identity verification | No fixed time limit – the lockout persists until the admin performs the reset |

**Key Points**

- The lockout is triggered after **seven failed login attempts**.  
- The **minimum lockout period** is **30 minutes**.  
- Administrators may choose to **reset the account earlier** (or later) after verifying the user’s identity, which overrides the 30‑minute minimum.  

> *Note:* Other lockout rules exist for specific services (e.g., voice‑mail pins lock after three attempts), but the above applies to standard user account password lockouts.",9,8,7,7.268,1,1.0,0.1429,1.0,1.0
53,Can employees install any software they want on company-managed computers?,medium,paraphrase,IT Security Policy,[166],IT-Security-Policy | Employee-Handbook,"[166, 230, 197, 207, 254, 180, 247]","## Short Answer  
**No.** Employees are **not** allowed to install any software they want on company‑managed computers.

---

## Why Installation Is Restricted  

| Policy Section | Key Requirement | Who May Install |
|----------------|----------------|-----------------|
| **3.1** – Authorized Software Policy | Only **authorized, supported, and properly licensed** software may be installed. | – |
| **3.2** – Authorized Software Policy | Installation must be performed by **IT administrators** or **personnel specifically approved by Information Security** who have been granted **administrator access**. | IT admins / approved personnel |
| **3.3** – Authorized Software Policy | Use of **unauthorized software is prohibited**; it must be removed immediately if discovered. | – |
| **3.5** – Authorized Software Policy | All software must undergo a **security review and approval** before production release. | – |
| **3.6** – Authorized Software Policy | **End‑of‑life** or unsupported software is considered **unauthorized**. | – |

### Summary of Restrictions
- **Only** software that has been **authorized, supported, and properly licensed** may be installed.
- Installation rights are limited to **IT administrators** or **specific personnel** who have received **explicit approval** from Information Security and possess **admin privileges**.
- Any **unauthorized** or **end‑of‑life** software is prohibited and must be removed promptly.

---

## Practical Implications for Employees  

- **You cannot** independently download, install, or run personal, free, shareware, open‑source, or SaaS applications unless they have passed the security review and been added to the authorized software list.
- If you need a new application for work, you must **request** it through the proper channel (typically your manager → IT/Information Security) so it can be evaluated and, if approved, installed by an authorized administrator.
- Attempting to install software without the required permissions may be considered a policy violation and could lead to disciplinary action.

---

## What to Do If You Need New Software  

1. **Submit a request** to your manager or the IT help desk.  
2. The request will be **reviewed by Information Security** for security, licensing, and support compliance.  
3. If approved, an **authorized IT administrator** will perform the installation on the managed device.  

---

**Bottom line:** Employees must rely on the authorized IT/Information Security process to get software installed; they cannot install software on their own.",9,10,9,9.851,1,1.0,0.1429,1.0,1.0
54,What should happen if unauthorized software is found on an iCIMS-managed system?,easy,procedure,IT Security Policy,[166],IT-Security-Policy,"[166, 179, 207, 156, 149, 150, 154]","## Response to Unauthorized Software Detection  

When **unauthorized software** is discovered on an iCIMS‑managed system, the policy mandates a specific set of actions. The steps below are derived from the **Authorized Software Policy (Section 3.3)** and related controls throughout the IT Security Policy.

| Step | Action | Policy Reference | Details |
|------|--------|------------------|---------|
| **1. Immediate Removal** | **Uninstall/disable the software without delay.** | 3.3 – “Immediate removal of unauthorized software is required if discovered.” | The software must be removed from the system as soon as it is identified. |
| **2. Logging the Incident** | Record the finding in the centralized logging system. | 9.1 – “System auditing/logging facilities shall be enabled and forward to a centralized logging system.” | Include: <br>• System and user ID where the software was found <br>• Name and version of the unauthorized software <br>• Date/time of discovery <br>• Person who performed the removal |
| **3. Notify Information Security** | Escalate the incident to the Information Security Department. | 3.2 – “Only IT administrators or specific personnel approved by Information Security… shall install authorized and licensed software.” <br>9.4 – “Monitoring systems… Any exceptions shall be approved by Information Security.” | The security team must be informed so they can assess risk, verify removal, and determine if further action (e.g., investigation, remediation) is needed. |
| **4. Update Inventory** | Remove the software entry from the inventory and note the corrective action. | 27.1 – “An inventory of all computer equipment and software… shall be maintained.” <br>27.2 – “Audits shall also be used to track unauthorized copies of software.” | Ensure the inventory reflects the corrected state and that the unauthorized instance is documented for audit purposes. |
| **5. Conduct a Follow‑up Review** | Verify that no residual components remain and that system configuration complies with standards. | 3.4 – “Workstation configurations… are required to be followed.” | May involve a security review or a configuration audit to confirm the system is back to a compliant state. |
| **6. Document and Report** | Create an incident report summarizing: <br>• Detection method <br>• Removal steps <br>• Impact assessment <br>• Recommendations to prevent recurrence | 9.5 – “Intrusion detection and logging systems shall be implemented to detect unauthorized access.” | The report is stored in the central security repository (3.6) and may be used for trend analysis or disciplinary actions. |
| **7. Apply Disciplinary Measures (if applicable)** | If the presence of the software resulted from policy violation by a user or administrator, follow disciplinary procedures. | Policy statement (Section 1) – “Failure… shall result in disciplinary action, up to and including termination.” | Action depends on the root cause (e.g., user negligence, malicious intent). |

### Summary  

- **Immediate removal** of the unauthorized software is mandatory.  
- **Log** the event, **notify** Information Security, and **update** the software inventory.  
- Perform a **follow‑up review** to ensure the system is fully compliant.  
- **Document** the incident and, if warranted, enforce **disciplinary actions** per the overall policy.  

These steps ensure compliance with iCIMS’s Authorized Software Policy, maintain audit integrity, and protect the organization from security risks associated with unapproved software.",4,2,5,10.033,1,1.0,0.1429,1.0,1.0
55,What physical security practices are employees expected to follow when leaving their workspace?,medium,paraphrase,IT Security Policy,[167],IT-Security-Policy | Employee-Handbook,"[167, 189, 219, 255, 254, 239, 168]","## Physical‑Security Practices When Leaving a Workspace  

| Area | What employees must do | Source |
|------|------------------------|--------|
| **Workstation / Device** | • **Lock, logout, or shut down** the computer (or any active device) before stepping away, even for a short period.  <br>• If a shutdown is not practical, use the lock screen function so that a password is required to regain access. | 15.1 – “Users shall shutdown, logout or lock workstations when leaving them for any length of time.” |
| **Clean‑Desk / Clean‑Screen** | • Remove or securely store any printed or hard‑copy documents that contain **SCI, PII, PI, or customer data**. <br>• Close or hide any on‑screen information that is confidential. <br>• Ensure that no unattended papers, USB drives, or other media are left in view. | 4.3 – “Personnel … shall follow clean desk/clean screen best practices, especially when stepping away from workspaces.” |
| **Physical Devices** | • Keep laptops, tablets, phones, and other company‑issued equipment **password‑protected** and **physically secured** (e.g., in a lockable drawer or bag). <br>• Do not leave devices unattended on desks, tables, or in public areas. | “Security of company issued devices” – password‑protected, do not leave unattended. |
| **Confidential Materials** | • **Lock or secure** any confidential files, folders, or containers before leaving. <br>• If documents are no longer needed, **shred** them in accordance with policy. | “You must: Lock or secure confidential information at all times. Shred confidential documents when they’re no longer needed.” |
| **Visitor & Area Controls** | • Ensure that any visitors are signed in, badge‑ed, and escorted; do not leave visitor‑access points unattended. | 4.4.8‑4.4.9 – Visitor logging and physical security of media. |
| **General Facility Rules** | • Follow any **facility entry‑control** measures (e.g., badge readers, video‑camera zones) when moving in/out of secure areas. | 4.4 – Facility entry controls for areas containing sensitive data. |

### Summary Checklist for Employees

- **Lock/Logout/Shutdown** the workstation before walking away.  
- **Cover or close** any on‑screen confidential information.  
- **Secure hard copies** (store in locked drawers, shred if obsolete).  
- **Password‑protect** and physically secure laptops, tablets, phones.  
- **Do not leave devices unattended** on desks or in public spaces.  
- **Observe clean‑desk/clean‑screen** standards at all times.  
- **Follow visitor and entry‑control procedures** when applicable.  

By consistently applying these steps, employees help protect **SCI, PII, PI, and customer data** and comply with the organization’s Physical Security Policy.",5,3,6,11.734,1,1.0,0.1429,1.0,1.0
56,How often must backups be performed for critical systems containing production Subscriber Data or PII?,easy,keyword_search,IT Security Policy,[172],IT-Security-Policy,"[172, 179, 168, 175, 171, 188, 155]","### Backup Frequency Requirement for Critical Systems  

| **System Type** | **Required Backup Frequency** |
|-----------------|------------------------------|
| Critical systems **and** systems that contain **production Subscriber Data, Personal Data, or PII** | **At least once per day** (daily backups) |

**Key Points**

- The policy explicitly states that backups for these systems **shall be performed on at least a daily basis**.  
- “At least a daily basis” means the organization must schedule backups **every 24 hours** or more frequently, but never less often than once per day.  
- This requirement is part of the **Backup Policy (Section 6.4)** in the IT Security Policy document.  

Thus, to remain compliant, your organization must ensure that daily backups are executed for all critical systems handling production Subscriber Data, Personal Data, or PII.",9,10,9,6.963,1,1.0,0.1429,1.0,1.0
57,"If my computer is suspected to have a virus, what actions does the IT Security Policy require?",hard,multi_section,IT Security Policy,"[173, 174]",IT-Security-Policy,"[173, 174, 204, 189, 156, 203, 147]","## Actions Required When a Computer Is Suspected of Having a Virus  

| Step | What You Must Do | Policy Reference |
|------|------------------|-------------------|
| **1. Immediate Notification** | • Inform the **IT Department** right away that you suspect a virus infection. <br>• Also report the incident to **Information Security** so it can be escalated to the **Security Incident Response Team (SIRT)**. | 7.6, 7.10 |
| **2. Isolate the System** | • Disconnect the computer from all network connections (wired, Wi‑Fi, VPN, etc.) to prevent spread. | 7.7 |
| **3. Scan & Clean** | • Allow the IT/InfoSec team to run an **up‑to‑date anti‑virus/anti‑malware scan** on the isolated system. <br>• Remove any detected malicious files and remediate the infection. | 7.7 |
| **4. Treat Removable Media** | • Any USB drives, external disks, or other media that were attached to the infected computer must also be scanned and cleaned (or quarantined) before reuse. | 7.7 |
| **5. Verify Removal** | • If the cleaning process cannot **definitively prove** that the virus has been removed, the system must be **completely wiped and re‑imaged** to a known clean master image. | 7.8 |
| **6. Notify Affected Parties** | • Users or subscribers whose data may have been exposed must be notified **as soon as reasonably possible**, following the organization’s Incident Response Procedures. | 7.9 |
| **7. Documentation & Follow‑up** | • The incident, actions taken, and any lessons learned should be recorded in the incident log (SIEM, Rapid7 IDR, etc.) for future audit and improvement. | Implied by overall incident‑response framework (see 15.4.5). |

### Summary Flow

1. **Detect suspicion** →  
2. **Report immediately** (IT Dept & InfoSec → SIRT) →  
3. **Isolate** the device from all networks →  
4. **Run anti‑virus scan** and **clean** →  
5. **If cleaning uncertain** → **Wipe & re‑image** →  
6. **Notify impacted users** →  
7. **Document** the incident.

### Key Points to Remember

- **Speed matters** – the faster you report, the quicker the isolation and containment can occur.  
- **Do not attempt self‑remediation** (e.g., uninstalling software, deleting files) before the IT team takes control; this could destroy evidence needed for proper analysis.  
- **All removable media** that touched the suspected system must be treated as potentially infected.  
- **Full wipe/re‑image** is the fallback when the infection cannot be proven cleared.  

> **If any of the above steps are unclear or you lack the means to perform them, contact the IT Help Desk or Information Security immediately for guidance.**",9,8,9,11.057,1,1.0,0.2857,1.0,1.0
58,What access control principle does the policy require users and administrators to follow when granting permissions?,medium,paraphrase,IT Security Policy,[176],IT-Security-Policy,"[176, 175, 177, 191, 164, 178, 166]","## Access‑Control Principle Required by the Policy  

| Section | Text from the Policy | Principle Stated |
|---------|----------------------|------------------|
| **8.9.1** | “Ensure that the **Principle of Least Privilege** using role‑based access control (RBAC) is followed for all users.” | **Principle of Least Privilege** (implemented through RBAC) |

### What the Principle Means
- **Least Privilege** – Users and administrators must be granted **only the permissions necessary to perform their job functions** and no more.
- **Role‑Based Access Control (RBAC)** – Permissions are assigned to **roles** (e.g., “HR Analyst”, “Database Admin”) and users receive the role(s) that match their responsibilities, ensuring the least‑privilege model is enforced consistently.

### How It Applies
- **User Access Requests** (8.9.2.1) – Must request only the rights needed for the job.  
- **Approval Process** (8.9.2.2) – Managers, system owners, and administrators verify that the requested rights align with the least‑privilege principle before granting access.  
- **Ongoing Management** (8.9.8, 8.9.9) – Periodic reviews and removal of unnecessary privileges ensure the principle remains in effect over time.

**Bottom line:** The policy mandates that **the Principle of Least Privilege** be applied—implemented via role‑based access control—for all users and administrators when granting permissions.",8,8,9,7.424,1,1.0,0.1429,1.0,1.0
59,Does the IT Security Policy require MFA for remote access to company services like VPN or Office365?,easy,keyword_search,IT Security Policy,[178],IT-Security-Policy,"[178, 191, 156, 155, 206, 147, 196]","## Short Answer
**Yes.** The IT Security Policy explicitly requires two‑factor authentication (2FA) or multi‑factor authentication (MFA) for remote access to company services such as VPN and Office 365.

---

## Supporting Policy excerpts

| Section | Requirement | Scope / Example |
|---------|-------------|-----------------|
| **8.9.9** | “Remote access to iCIMS networks shall … **use two‑factor authentication (TFA) or multifactor (MFA) authentication**.” | Applies to any remote connection to the corporate network. |
| **8.9.10** | “Two‑factor authentication … **shall be used for any services remotely accessible** by personnel and/or authorized third parties **(e.g. Office365, VPN, etc.)**, unless … connected to the protected corporate network.” | Directly names Office 365 and VPN as services that must be protected with MFA/2FA. |
| **17.1.7** (Network Security Policy) | “Two‑factor authentication for remote access shall be implemented as defined in the Access Control Policy (refer to policy #8).” | Reinforces the requirement at the network‑control level. |

---

## What the policy means for remote access

- **All remote connections** (e.g., from home, a coffee shop, or any external network) must be authenticated with **MFA/2FA**.
- **Exceptions**: If the user is already on the **protected corporate network** (e.g., inside the office LAN or via a trusted internal tunnel), MFA is not required for those same services.
- **Services covered**: The policy explicitly lists **Office 365, VPN**, and any other services that are accessible from outside the corporate network.

---

## Practical implications

- **Implementation**: Deploy MFA solutions (e.g., authenticator apps, hardware tokens, SMS codes) for VPN gateways, Office 365 sign‑in, and any other remote‑access portals.
- **User workflow**: Users will be prompted for a second factor whenever they attempt to connect from outside the corporate perimeter.
- **Compliance monitoring**: Ensure that access logs show successful MFA challenges for all remote sessions; flag any remote logins without MFA for remediation.

---

**Conclusion:** The IT Security Policy mandates MFA (or equivalent two‑factor authentication) for remote access to services such as VPN and Office 365, except when the user is already on the protected corporate network.",7,4,6,8.908,1,1.0,0.1429,1.0,1.0
60,"For how long must security logs be retained under the Auditing, Logging, and Monitoring Policy?",easy,keyword_search,IT Security Policy,[181],IT-Security-Policy,"[181, 179, 202, 147, 201, 182, 148]","### Retention Period for Security Logs  

| Policy Section | Requirement | Retention Duration |
|----------------|-------------|--------------------|
| **Auditing, Logging, and Monitoring Policy** (Section 9) | “Logs shall be retained …” | **One (1) year** |

**Explanation**

- The policy explicitly states in **9.9**: *“Logs shall be retained for one year.”*  
- This requirement applies to all security‑related logs generated under the Auditing, Logging, and Monitoring Policy (section 9).  

Therefore, **security logs must be retained for a period of one year**.",9,10,9,7.576,1,1.0,0.1429,1.0,1.0
61,What information should be recorded in audit trail entries for security events?,medium,multi_section,IT Security Policy,"[181, 182]",IT-Security-Policy,"[181, 182, 179, 184, 147, 203, 185]","## Audit‑Trail Information Required for Security Events  

According to the **Auditing, Logging, and Monitoring Policy** (section 9.11), every audit‑trail entry for a security‑related event must contain **at least** the following five data elements:

| # | Data Element | Description |
|---|--------------|-------------|
| **1** | **User identification** | The unique identifier (e.g., username, account ID, service principal) of the individual or system that performed the action. |
| **2** | **Type of event** | A classification of the activity (e.g., “access to PII”, “admin privilege use”, “invalid login attempt”, “audit‑trail access”, “logging configuration change”, “object creation/deletion”). |
| **3** | **Date and time** | The precise timestamp (including time zone) when the event occurred. |
| **4** | **Success or failure indication** | A flag indicating whether the attempted action succeeded or was denied/failed. |
| **5** | **Identity or name of affected data, system component, or resource** | The specific object that was targeted or impacted (e.g., file name, database table, network device, application module, PII record). |

### How to Apply the Requirements
- **Every system component** (servers, applications, network devices, wireless controllers, etc.) must record these fields for each logged event.
- The recorded information enables reconstruction of critical security activities such as:
  - Individual accesses to personally identifiable information (PII)  
  - Actions performed by users with root or administrative privileges  
  - Access to the audit‑trail itself  
  - Invalid logical access attempts  
  - Use of authentication mechanisms  
  - Initialization or changes to system logging  
  - Creation and deletion of system‑level objects  

### Example (illustrative)

| User ID | Event Type | Timestamp (UTC) | Result | Affected Resource |
|---------|------------|-----------------|--------|-------------------|
| jdoe@example.com | Access to PII | 2026‑07‑18 14:32:07 | Success | Customer‑Data.csv (record #4521) |
| admin01 | Privilege escalation | 2026‑07‑18 15:05:22 | Failure | Server DB‑01 (admin‑role grant) |

> **Note:** The policy does not prescribe additional fields beyond the five listed above; however, organizations may capture extra context (e.g., source IP, device ID) as long as the minimum requirements are met.",9,10,8,9.112,1,1.0,0.2857,1.0,1.0
62,How frequently are external penetration tests required under the Vulnerability Management Policy?,medium,keyword_search,IT Security Policy,[183],IT-Security-Policy,"[183, 184, 147, 185, 188, 200, 156]","### Frequency of External Penetration Tests  
**Policy Reference:** *Vulnerability Management Policy – Section 10.1*

| Requirement | Details |
|-------------|---------|
| **Minimum regular cadence** | **At least once per calendar year** |
| **Additional triggers** | Must also be performed **after any significant infrastructure or application upgrade or modification** |

**Explanation**

- The policy mandates that an **independent third party** conduct **external (and application) penetration testing** **at least annually**.  
- The testing is **not limited to the annual schedule**; it must be repeated **whenever a major change** occurs that could affect the security posture (e.g., major upgrades, architectural modifications).

Thus, external penetration tests are required **yearly** as a baseline, with **extra tests** triggered by significant system changes.",9,10,9,6.348,1,1.0,0.1429,1.0,1.0
63,"If a critical zero-day security vulnerability is discovered, how quickly should it be addressed according to the policy?",easy,keyword_search,IT Security Policy,[184],IT-Security-Policy,"[184, 188, 183, 200, 185, 147, 149]","## Answer

According to the **IT Security Policy** excerpts you provided, a **critical zero‑day security vulnerability** must be addressed **within 14 days** of its discovery.

### Supporting Policy References

| Section | Requirement | Timeframe |
|---------|-------------|-----------|
| **10.4.5.2** (Vulnerability Management) | “14 days for zero‑day vulnerabilities.” | **14 days** |
| **14.4** (Patch Management) – for systems that store Subscriber Data or are classified as critical: “Zero‑day patches shall be applied … within 14 days.” | **14 days** (for critical/subscriber‑data systems) |
| **14.4** – for all other systems: “Zero‑day patches … within 30 days.” | **30 days** (non‑critical systems) |

### Interpretation

- **Critical zero‑day vulnerability** → falls under the “zero‑day vulnerabilities” category.
- The **primary timeline** for any zero‑day issue is **14 days** (10.4.5.2).
- For **patch deployment**, the same 14‑day window applies to **critical systems** (including those holding Subscriber Data) (14.4). Non‑critical systems have a longer window (30 days), but the overarching vulnerability‑remediation requirement remains 14 days.

### Summary

- **Action required:** Identify, develop, test, and deploy a fix (or apply a patch) for the critical zero‑day vulnerability.
- **Deadline:** **Within 14 calendar days** from the time the vulnerability is identified.  

If the system affected is not classified as “critical” or does not contain Subscriber Data, the patch‑deployment deadline may extend to 30 days, but the **policy’s baseline remediation target for zero‑day vulnerabilities is 14 days**.",7,4,7,5.016,1,1.0,0.1429,1.0,1.0
64,What security checks must be completed before software changes are moved into the production environment at iCIMS?,hard,multi_section,IT Security Policy,[199],IT-Security-Policy,"[166, 199, 200, 146, 183, 179, 149]","## Security Checks Required **before** Moving Software Changes to Production  
*(Based on the iCIMS IT Security Policy excerpts provided)*  

| Policy Section | Required Check(s) | What the Check Ensures |
|----------------|-------------------|------------------------|
| **3.5 – Authorized Software Policy** | • Security review and approval of the software (based on system criticality and data type). | Confirms the software is authorized, supported, properly licensed, and appropriate for the environment. |
| **20.1 – Test, Development & Production Environments Policy** | • Validate **proper error handling**.<br>• Validate **secure communications** (e.g., TLS, encryption).<br>• Validate **role‑based access control (RBAC)** is correctly enforced.<br>• Assess **performance impact** of the change. | Guarantees that functional and security behavior is correct and does not degrade service. |
| **21.2 – Software Development Policy** | • Follow a **multi‑phase QA methodology** that includes **security testing**. | Embeds security verification throughout the release cycle, not just at the end. |
| **21.4 – Software Development Policy** | • Perform **vulnerability testing** (e.g., scanning, pen‑testing) as part of QA.<br>• Remediate any findings **Severity 2 or higher** before release. | Prevents known vulnerabilities from reaching production. |
| **10.4 – Vulnerability Management Policy** | • **Static code analysis** (SAST).<br>• **Dynamic code analysis** (DAST) in both test and production‑like environments.<br>• **Manual testing** after any significant change.<br>• Process to block any **Severity 2+ (OWASP DREAD or equivalent)** vulnerabilities from being released.<br>• Timely remediation of identified issues based on risk. | Provides layered testing (static, dynamic, manual) and enforces a risk‑based remediation timeline. |
| **21.5 – Software Development Policy** | • Release **only via production‑managed change‑control process**.<br>• No involvement of development or test teams in the production deployment step. | Enforces segregation of duties and ensures an auditable, controlled release. |
| **21.6 – Secure Coding Best Practices** | • Adherence to **OWASP Top 10 (2021)** controls, at minimum:<br> - A01: Broken Access Control<br> - A02: Cryptographic Failures<br> - A03: Injection<br> - A04: Insecure Design | Guarantees that code is written to mitigate the most common web‑application vulnerabilities. |
| **20.6 – Change Control Procedures** | • All changes must pass **testing of operational functionality** and be documented in the change‑control system. | Provides traceability and verification that the change works as intended. |
| **20.2‑20.3 – Environment Segregation** | • Development, test, and production environments must remain **segregated** and duties **separated**. | Reduces risk of accidental or malicious cross‑environment contamination. |
| **20.5 – Test Data Removal** | • All **test data and accounts** must be removed before the system becomes active in production. | Prevents exposure of synthetic or de‑identified data that could be misused. |

### Consolidated Checklist (Step‑by‑Step)

1. **Code & Design Review**  
   - Apply secure‑coding standards (OWASP Top 10).  
   - Conduct static code analysis.

2. **Pre‑Release Security Review**  
   - Obtain formal security approval per **3.5** (consider system criticality & data type).  

3. **QA & Testing Phase**  
   - Execute the multi‑phase QA cycle (**21.2**) that includes:  
     - Functional testing.  
     - Security testing (vulnerability scans, pen‑tests).  
     - Validation of error handling, secure communications, RBAC, and performance (**20.1**).  
   - Perform dynamic testing in a production‑like environment (**10.4.2**).  
   - Conduct manual testing after any significant change (**10.4.3**).  

4. **Vulnerability Management**  
   - Identify and remediate all **Severity 2+** findings (per **21.4** & **10.4.4**).  
   - Ensure static/dynamic analysis results are clean (**10.4.1‑10.4.2**).  

5. **Change‑Control & Release**  
   - Document the change in the **production‑managed change‑control system** (**21.5**, **20.6**).  
   - Verify operational functionality in the test environment before moving to production.  

6. **Environment & Data Hygiene**  
   - Confirm segregation of dev/test/prod environments (**20.2‑20.3**).  
   - Remove all test data/accounts (**20.5**).  

7. **Final Sign‑off**  
   - Obtain the required **change‑control approval** and **security sign‑off** before deployment.  

---

### Key Takeaway
Before any software change is promoted to the iCIMS production environment, it must undergo **formal security review, comprehensive testing (static, dynamic, manual, and vulnerability), adherence to secure‑coding standards, and be released only through a controlled change‑management process** that enforces segregation of duties and removal of test artifacts. Failure to complete any of these checks violates the iCIMS IT Security Policy.",4,3,5,11.573,1,1.0,0.1429,0.5,0.6309
65,"According to the Software Development Policy, which OWASP Top 10 vulnerabilities should developers protect against?",hard,multi_section,IT Security Policy,"[200, 201]",IT-Security-Policy,"[200, 201, 148, 183, 199, 184, 147]","### OWASP Top 10 Vulnerabilities Covered by the **Software Development Policy**  

| OWASP 2021 ID | Vulnerability Name (as listed in the policy) |
|---------------|----------------------------------------------|
| **A01:2021** | Broken Access Control |
| **A02:2021** | Cryptographic Failures |
| **A03:2021** | Injection |
| **A04:2021** | Insecure Design |
| **A05:2021** | Security Misconfiguration |
| **A06:2021** | Vulnerable and Outdated Components |
| **A07:2021** | Identification and Authentication Failures |
| **A08:2021** | Software and Data Integrity Failures |
| **A09:2021** | Security Logging and Monitoring Failures |
| **A10:2021** | Server‑Side Request Forgery (SSRF) |

> **Note:** The policy explicitly requires that all web applications (internal and external) be developed “based on secure coding best practice” and lists the above ten OWASP 2021 categories as the minimum set of vulnerabilities that must be prevented during the software development process.",9.5,10,10,5.327,1,1.0,0.2857,1.0,1.0
